name,Gaia alert name,Calib server name,Gaiadr2 id,ra,dec,Classification,Priority,Cadence
Gaia19dtl,Gaia19dtl,ivo://Gaia19dtl,5253718350007238144,159.051225914,-61.5985417545
Gaia19dtz,Gaia19dtz,ivo://Gaia19dtz,2055078457421457536,301.777133802,32.6485234671
Gaia19duh,Gaia19duh,ivo://Gaia19duh,5250822167630973824,146.736619538,-61.912976813
Gaia19duw,Gaia19duw,ivo://Gaia19duw,2078420406388651520,298.199438716,42.0714702808
Gaia19dva,Gaia19dva,ivo://Gaia19dva,5612264212713238016,114.207933866,-27.467505243
Gaia19dvi,Gaia19dvi,ivo://Gaia19dvi,2045771125849720064,291.363516784,31.6619462202
Gaia19dvk,Gaia19dvk,ivo://Gaia19dvk,4322339092524748544,291.30670823,15.914628183
Gaia19dwt,Gaia19dwt,ivo://Gaia19dwt,4312790555602678528,288.220298934,11.2265518349
Gaia19dwz,Gaia19dwz,ivo://Gaia19dwz,4313085602719618944,288.147630427,11.9134197764
Gaia19dxg,Gaia19dxg,ivo://Gaia19dxg,4261637426400197888,285.545841737,-2.91914679709
Gaia19dyo,Gaia19dyo,ivo://Gaia19dyo,4255067810042810368,282.153074905,-5.12344027874
Gaia19dyz,Gaia19dyz,ivo://Gaia19dyz,4253215820269023872,280.923675645,-6.29389075946
Gaia19dzf,Gaia19dzf,ivo://Gaia19dzf,3167074799210382848,111.159072966,15.1153008249
Gaia19dzz,Gaia19dzz,ivo://Gaia19dzz,4159727675022755328,276.582627454,-7.82546410605
Gaia19eaw,Gaia19eaw,ivo://Gaia19eaw,4077877491127366272,278.436856315,-22.9997745018
Gaia19ebg,Gaia19ebg,ivo://Gaia19ebg,4146269347763511936,275.003827147,-15.0081325971
Gaia19eca,Gaia19eca,ivo://Gaia19eca,4065780659901123072,272.202034206,-24.8825354718
Gaia19ecq,Gaia19ecq,ivo://Gaia19ecq,4110590985748978560,262.68732571,-24.2099652716
Gaia19edj,Gaia19edj,ivo://Gaia19edj,4112272448238414208,256.382697881,-25.1852207586
Gaia19eek,Gaia19eek,ivo://Gaia19eek,5970984927860116864,251.268808696,-38.6724901677
Gaia19efp,Gaia19efp,ivo://Gaia19efp,5931331526382581632,244.448446034,-56.6494882682
Gaia19ege,Gaia19ege,ivo://Gaia19ege,250264583243714048,57.4255380045,49.5586943025
Gaia19egk,Gaia19egk,ivo://Gaia19egk,5954895847254489344,266.87504018,-46.203806874
Gaia19egm,Gaia19egm,ivo://Gaia19egm,6032012564847628032,250.358466447,-29.788325981
Gaia19egy,Gaia19egy,ivo://Gaia19egy,5999994820606796160,229.30694112,-45.978482454
Gaia19eha,Gaia19eha,ivo://Gaia19eha,5888479739979611264,232.039481207,-53.9648360014
Gaia19eie,Gaia19eie,ivo://Gaia19eie,4651390761991393536,77.72384481,-72.6847368636
Gaia19eim,Gaia19eim,ivo://Gaia19eim,5865179649848744448,200.776146061,-63.4019110632
Gaia19ejl,Gaia19ejl,ivo://Gaia19ejl,5861371693111093120,188.244946732,-64.3254236272
Gaia19ekb,Gaia19ekb,ivo://Gaia19ekb,5236397124855216384,175.54156756,-66.0566417006
Gaia19eku,Gaia19eku,ivo://Gaia19eku,5241832384471956480,165.213948513,-61.7568012505
Gaia19enj,Gaia19enj,ivo://Gaia19enj,2055846328859120384,303.062733142,34.9701002449
Gaia19epm,Gaia19epm,ivo://Gaia19epm,2054551245900212096,304.85029811,33.006726817
Gaia19epr,Gaia19epr,ivo://Gaia19epr,446688938230050432,51.234954093,54.7363019602
Gaia19epz,Gaia19epz,ivo://Gaia19epz,5940934179889883776,249.240588817,-48.673089661
Gaia19ere,Gaia19ere,ivo://Gaia19ere,5867828613838081408,213.452795212,-58.8577181015
Gaia19erl,Gaia19erl,ivo://Gaia19erl,5864266814603322880,207.162334891,-64.4495104234
Gaia19esp,Gaia19esp,ivo://Gaia19esp,5861985461112180224,194.246239119,-63.8131272063
Gaia19eua,Gaia19eua,ivo://Gaia19eua,5332746263645777280,176.669351695,-64.1187543949
Gaia19euw,Gaia19euw,ivo://Gaia19euw,2013194760984518272,343.973422791,58.2420597118
Gaia19evd,Gaia19evd,ivo://Gaia19evd,5252000741025317504,158.136010843,-63.242454882
Gaia19ewo,Gaia19ewo,ivo://Gaia19ewo,5313414680243370368,139.74432486,-51.6776157575
Gaia19ewp,Gaia19ewp,ivo://Gaia19ewp,2415935424875883776,359.646663318,-15.9509574124
Gaia19exh,Gaia19exh,ivo://Gaia19exh,5326124523559762560,140.23510689,-48.995203138
Gaia19exm,Gaia19exm,ivo://Gaia19exm,5305175803411265664,134.318332609,-55.2924041047
Gaia19exy,Gaia19exy,ivo://Gaia19exy,5329647908585974528,132.927966919,-46.5016468632
Gaia19ezg,Gaia19ezg,ivo://Gaia19ezg,5529808296696591232,127.458869179,-37.9047280113
Gaia19ezx,Gaia19ezx,ivo://Gaia19ezx,5544771653521223040,122.949607185,-35.1567332615
Gaia19fag,Gaia19fag,ivo://Gaia19fag,2729282494896602752,337.24175629,10.420149471
Gaia19fbl,Gaia19fbl,ivo://Gaia19fbl,1825441884882247296,292.786704102,19.362313603
Gaia19fby,Gaia19fby,ivo://Gaia19fby,4314275514792395520,286.33265526,13.4089409649
Gaia19fdg,Gaia19fdg,ivo://Gaia19fdg,4483187846838864384,272.197296939,11.2925740187
